Age,MaritalStatus,Occupation,Race,Sex,WeeklyHours,Income
45, Married-civ-spouse, Adm-clerical, White, Male,35, <=50K
20, Never-married, Craft-repair, White, Male,35, <=50K
35, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
50, Married-civ-spouse, Tech-support, Black, Male,40, <=50K
56, Never-married, Handlers-cleaners, White, Male,28, <=50K
48, Married-civ-spouse, Sales, White, Male,40, >50K
58, Widowed, Other-service, White, Female,15, <=50K
32, Married-civ-spouse, Craft-repair, White, Male,50, <=50K
23, Never-married, Sales, White, Female,12, <=50K
48, Divorced, Machine-op-inspct, White, Male,40, <=50K
33, Divorced, Protective-serv, White, Male,70, <=50K
48, Never-married, Prof-specialty, White, Female,45, <=50K
55, Widowed, Other-service, White, Female,35, <=50K
40, Never-married, Exec-managerial, Amer-Indian-Eskimo, Female,40, <=50K
50, Married-civ-spouse, Prof-specialty, White, Male,40, <=50K
52, Married-civ-spouse, Craft-repair, White, Male,35, <=50K
19, Never-married, Other-service, White, Female,30, <=50K
55, Married-civ-spouse, Sales, White, Male,50, >50K
36, Married-civ-spouse, Sales, White, Male,30, >50K
39, Separated, Prof-specialty, Asian-Pac-Islander, Female,40, >50K
22, Never-married, Adm-clerical, White, Female,40, <=50K
44, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
34, Divorced, Craft-repair, White, Male,38, <=50K
33, Married-civ-spouse, Other-service, White, Male,50, <=50K
55, Divorced, Prof-specialty, White, Female,40, >50K
35, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
50, Widowed, Machine-op-inspct, White, Female,40, <=50K
43, Divorced, Adm-clerical, Black, Female,40, <=50K
29, Never-married, Tech-support, White, Male,40, <=50K
56, Married-civ-spouse, Transport-moving, Black, Male,40, <=50K
33, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
24, Married-civ-spouse, Sales, White, Male,50, <=50K
46, Divorced, Sales, White, Female,40, <=50K
60, Married-civ-spouse, Adm-clerical, White, Female,15, >50K
48, Married-civ-spouse, Other-service, White, Male,40, <=50K
65, Married-civ-spouse, Transport-moving, White, Male,35, <=50K
29, Never-married, Handlers-cleaners, White, Male,40, <=50K
42, Married-civ-spouse, Transport-moving, White, Male,43, <=50K
44, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
73, Married-civ-spouse, Sales, White, Male,6, >50K
21, Never-married, Tech-support, White, Female,50, <=50K
32, Married-civ-spouse, Farming-fishing, White, Male,55, >50K
43, Married-civ-spouse, Protective-serv, White, Male,35, >50K
21, Never-married, Craft-repair, Black, Male,32, <=50K
30, Separated, Transport-moving, White, Male,20, <=50K
54, Married-civ-spouse, Tech-support, White, Male,48, <=50K
19, Never-married, Other-service, White, Female,15, <=50K
55, Married-civ-spouse, Adm-clerical, White, Female,37, <=50K
20, Never-married, Sales, White, Female,28, <=50K
53, Married-civ-spouse, Exec-managerial, White, Male,40, <=50K
51, Never-married, Prof-specialty, White, Male,55, >50K
33, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
62, Widowed, Priv-house-serv, White, Female,40, <=50K
24, Never-married, Other-service, White, Male,30, <=50K
17, Never-married, Sales, White, Female,40, <=50K
26, Never-married, Adm-clerical, White, Female,45, <=50K
36, Divorced, Craft-repair, White, Male,40, <=50K
32, Married-civ-spouse, Exec-managerial, White, Female,35, <=50K
58, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
38, Married-civ-spouse, Tech-support, White, Male,40, >50K
72, Married-spouse-absent, Machine-op-inspct, White, Male,40, <=50K
26, Divorced, Adm-clerical, White, Female,40, <=50K
45, Widowed, ?, White, Female,38, <=50K
72, Widowed, ?, White, Female,30, <=50K
60, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
27, Married-civ-spouse, Sales, White, Male,50, <=50K
38, Married-civ-spouse, Machine-op-inspct, White, Male,48, >50K
37, Married-civ-spouse, Sales, White, Male,44, >50K
28, Never-married, Adm-clerical, White, Male,40, <=50K
38, Married-civ-spouse, Sales, White, Male,40, >50K
29, Married-civ-spouse, Sales, White, Male,60, >50K
19, Never-married, Other-service, White, Female,40, <=50K
28, Never-married, Handlers-cleaners, White, Male,25, <=50K
70, Divorced, ?, White, Female,7, <=50K
40, Married-civ-spouse, Craft-repair, White, Male,50, >50K
26, Divorced, Craft-repair, White, Male,40, <=50K
43, Married-civ-spouse, Sales, Black, Male,60, <=50K
29, Married-civ-spouse, Adm-clerical, White, Female,40, >50K
25, Married-civ-spouse, Protective-serv, Black, Male,40, <=50K
29, Married-civ-spouse, Machine-op-inspct, Black, Male,40, >50K
60, Divorced, Craft-repair, Other, Male,38, <=50K
31, Married-civ-spouse, Adm-clerical, White, Female,40, <=50K
51, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
18, Never-married, Adm-clerical, White, Female,15, <=50K
36, Divorced, Tech-support, White, Male,20, <=50K
35, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,40, >50K
48, Divorced, Adm-clerical, White, Male,38, >50K
78, Married-civ-spouse, Farming-fishing, White, Male,25, <=50K
72, Married-civ-spouse, Protective-serv, White, Male,17, <=50K
24, Never-married, Exec-managerial, White, Male,40, <=50K
58, Married-civ-spouse, ?, White, Male,16, <=50K
36, Never-married, Protective-serv, Black, Male,40, >50K
48, Married-civ-spouse, Handlers-cleaners, White, Male,30, <=50K
28, Divorced, Adm-clerical, White, Female,40, <=50K
26, Never-married, Other-service, White, Female,40, <=50K
29, Never-married, Sales, White, Female,60, <=50K
47, Married-civ-spouse, Other-service, Black, Male,40, <=50K
50, Divorced, Exec-managerial, White, Female,50, >50K
35, Never-married, Craft-repair, White, Male,40, <=50K
17, Never-married, Transport-moving, White, Male,20, <=50K
41, Married-civ-spouse, Craft-repair, White, Male,48, >50K
37, Married-civ-spouse, Transport-moving, White, Male,42, <=50K
35, Married-civ-spouse, Other-service, Amer-Indian-Eskimo, Male,40, <=50K
56, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
23, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
33, Divorced, Prof-specialty, White, Female,32, <=50K
79, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
28, Never-married, Prof-specialty, Black, Male,40, <=50K
55, Divorced, Sales, White, Female,20, <=50K
59, Married-civ-spouse, Prof-specialty, White, Male,50, <=50K
22, Never-married, Prof-specialty, White, Female,40, <=50K
19, Never-married, Sales, Asian-Pac-Islander, Female,19, <=50K
41, Married-spouse-absent, Farming-fishing, White, Male,35, <=50K
32, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
67, Married-civ-spouse, ?, White, Male,40, <=50K
45, Divorced, Other-service, White, Female,35, <=50K
61, Married-civ-spouse, Farming-fishing, White, Female,45, <=50K
34, Never-married, Sales, White, Female,40, <=50K
43, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
38, Married-civ-spouse, Adm-clerical, White, Male,50, >50K
35, Married-civ-spouse, Prof-specialty, White, Male,60, <=50K
65, Divorced, Protective-serv, White, Male,20, <=50K
24, Married-civ-spouse, Exec-managerial, White, Male,55, >50K
37, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
34, Married-civ-spouse, Farming-fishing, White, Male,50, <=50K
42, Married-civ-spouse, Transport-moving, White, Male,60, >50K
18, Never-married, Other-service, White, Female,40, <=50K
43, Widowed, Exec-managerial, Amer-Indian-Eskimo, Female,15, <=50K
31, Married-civ-spouse, Other-service, White, Male,40, >50K
19, Never-married, Sales, White, Female,20, <=50K
40, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,50, <=50K
32, Married-civ-spouse, Prof-specialty, White, Male,40, <=50K
47, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
32, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
46, Separated, Prof-specialty, White, Male,35, <=50K
40, Married-civ-spouse, Exec-managerial, White, Male,65, >50K
36, Never-married, Craft-repair, White, Male,35, <=50K
33, Married-civ-spouse, Sales, White, Male,36, <=50K
23, Never-married, Transport-moving, White, Male,35, <=50K
21, Separated, Machine-op-inspct, White, Male,40, <=50K
40, Married-civ-spouse, Other-service, Black, Female,32, <=50K
53, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
20, Never-married, ?, White, Male,15, <=50K
53, Married-civ-spouse, Transport-moving, White, Male,72, <=50K
58, Married-civ-spouse, Handlers-cleaners, Black, Male,60, <=50K
51, Married-civ-spouse, Sales, White, Male,55, >50K
31, Married-civ-spouse, Other-service, White, Male,65, <=50K
35, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
23, Never-married, ?, Amer-Indian-Eskimo, Male,40, <=50K
31, Divorced, Adm-clerical, White, Female,35, <=50K
21, Never-married, Other-service, White, Female,35, <=50K
39, Married-civ-spouse, Craft-repair, White, Male,55, >50K
36, Married-civ-spouse, Prof-specialty, White, Female,45, >50K
51, Married-civ-spouse, Craft-repair, White, Male,40, >50K
18, Never-married, Other-service, White, Male,12, <=50K
32, Divorced, Adm-clerical, White, Male,48, <=50K
56, Divorced, Other-service, White, Female,32, <=50K
35, Never-married, Protective-serv, White, Male,40, <=50K
63, Widowed, Sales, White, Female,40, <=50K
61, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
23, Never-married, Other-service, White, Male,40, <=50K
52, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
19, Never-married, Sales, White, Male,50, <=50K
33, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
35, Married-civ-spouse, Sales, Black, Male,50, <=50K
35, Divorced, Transport-moving, White, Female,60, >50K
38, Married-civ-spouse, Prof-specialty, White, Female,40, <=50K
23, Never-married, Adm-clerical, White, Female,60, <=50K
22, Divorced, Tech-support, White, Male,60, <=50K
20, Never-married, Handlers-cleaners, White, Male,40, <=50K
19, Never-married, Handlers-cleaners, White, Male,40, <=50K
47, Married-civ-spouse, Machine-op-inspct, Black, Male,40, >50K
59, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
38, Never-married, Sales, White, Female,40, <=50K
36, Married-civ-spouse, Other-service, White, Male,50, <=50K
27, Never-married, Other-service, White, Male,40, <=50K
24, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
35, Never-married, Other-service, Black, Female,35, <=50K
22, Never-married, Other-service, Black, Male,39, <=50K
37, Married-civ-spouse, Transport-moving, White, Male,52, <=50K
36, Married-civ-spouse, Craft-repair, White, Male,40, >50K
28, Separated, Other-service, White, Female,25, <=50K
55, Married-civ-spouse, Sales, White, Female,50, <=50K
29, Married-civ-spouse, ?, White, Female,40, <=50K
32, Married-civ-spouse, Sales, White, Male,44, <=50K
66, Divorced, ?, White, Female,35, <=50K
47, Married-spouse-absent, Craft-repair, White, Male,45, <=50K
23, Never-married, Other-service, White, Female,40, <=50K
50, Divorced, Prof-specialty, White, Female,45, <=50K
40, Married-civ-spouse, Farming-fishing, White, Male,84, <=50K
51, Never-married, Machine-op-inspct, White, Female,40, <=50K
34, Never-married, Prof-specialty, White, Female,45, <=50K
28, Never-married, Protective-serv, White, Female,40, <=50K
52, Married-civ-spouse, Prof-specialty, White, Male,70, >50K
39, Married-civ-spouse, Exec-managerial, White, Male,60, >50K
43, Married-civ-spouse, Adm-clerical, White, Male,40, >50K
36, Never-married, Prof-specialty, White, Female,35, >50K
25, Never-married, Prof-specialty, White, Female,15, <=50K
42, Divorced, Adm-clerical, White, Female,38, <=50K
35, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
43, Married-civ-spouse, Exec-managerial, White, Male,53, >50K
34, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
50, Married-civ-spouse, Exec-managerial, White, Male,38, >50K
30, Married-civ-spouse, Transport-moving, White, Male,60, <=50K
44, Married-civ-spouse, Prof-specialty, White, Male,44, >50K
52, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
35, Married-civ-spouse, Sales, White, Male,60, <=50K
36, Divorced, Prof-specialty, White, Male,40, >50K
30, Never-married, Exec-managerial, Asian-Pac-Islander, Female,52, <=50K
36, Married-civ-spouse, Sales, White, Male,45, >50K
39, Never-married, Exec-managerial, White, Female,40, <=50K
25, Married-civ-spouse, Farming-fishing, White, Male,96, <=50K
26, Never-married, Tech-support, White, Male,40, <=50K
20, Never-married, Sales, Black, Female,20, <=50K
20, Never-married, Protective-serv, White, Male,40, <=50K
70, Married-civ-spouse, ?, White, Male,20, <=50K
26, Never-married, Transport-moving, White, Male,50, <=50K
24, Never-married, Adm-clerical, Black, Female,35, <=50K
48, Married-civ-spouse, Tech-support, White, Male,40, >50K
62, Divorced, Priv-house-serv, Black, Female,99, <=50K
48, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
52, Married-civ-spouse, Sales, White, Male,40, >50K
25, Never-married, Sales, White, Male,44, <=50K
58, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
40, Never-married, Prof-specialty, White, Female,45, <=50K
29, Married-civ-spouse, ?, White, Female,40, <=50K
45, Married-civ-spouse, Exec-managerial, White, Male,52, <=50K
19, Never-married, Other-service, White, Female,20, <=50K
37, Never-married, Handlers-cleaners, Black, Male,40, <=50K
23, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
31, Divorced, Craft-repair, White, Male,60, <=50K
64, Married-civ-spouse, Craft-repair, White, Male,20, <=50K
28, Never-married, Adm-clerical, White, Female,16, <=50K
32, Never-married, Craft-repair, White, Male,40, <=50K
49, Divorced, Adm-clerical, White, Female,44, <=50K
35, Divorced, Adm-clerical, White, Female,40, >50K
19, Never-married, ?, White, Female,35, <=50K
45, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
39, Married-civ-spouse, Transport-moving, White, Male,70, >50K
55, Never-married, Adm-clerical, Black, Female,45, <=50K
46, Divorced, Other-service, Asian-Pac-Islander, Female,60, >50K
19, Never-married, Adm-clerical, White, Female,16, <=50K
29, Married-civ-spouse, Machine-op-inspct, White, Female,40, <=50K
25, Married-civ-spouse, Protective-serv, White, Male,35, <=50K
37, Never-married, Adm-clerical, White, Female,40, <=50K
30, Never-married, Adm-clerical, White, Male,40, <=50K
28, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male,40, <=50K
36, Separated, Adm-clerical, Black, Female,56, <=50K
32, Never-married, Exec-managerial, Black, Female,35, <=50K
34, Never-married, Machine-op-inspct, White, Male,40, <=50K
34, Never-married, Adm-clerical, White, Female,36, <=50K
20, Never-married, Sales, White, Female,40, <=50K
27, Never-married, Transport-moving, White, Male,40, <=50K
36, Married-civ-spouse, Adm-clerical, White, Female,40, <=50K
35, Married-civ-spouse, Sales, White, Male,40, <=50K
37, Divorced, Exec-managerial, White, Male,35, <=50K
32, Married-civ-spouse, Craft-repair, White, Male,50, <=50K
32, Never-married, Prof-specialty, White, Female,20, <=50K
52, Divorced, Sales, White, Female,48, <=50K
50, Married-civ-spouse, Craft-repair, White, Male,40, >50K
23, Never-married, Other-service, White, Female,30, <=50K
25, Married-civ-spouse, Craft-repair, White, Male,45, <=50K
21, Never-married, Farming-fishing, White, Male,50, <=50K
31, Divorced, Sales, White, Female,32, <=50K
31, Married-civ-spouse, Other-service, White, Female,30, <=50K
41, Separated, Other-service, White, Male,40, <=50K
47, Married-civ-spouse, Tech-support, White, Male,60, <=50K
20, Never-married, ?, White, Female,10, <=50K
20, Never-married, Adm-clerical, White, Female,45, <=50K
29, Divorced, Machine-op-inspct, Black, Female,25, <=50K
51, Widowed, Adm-clerical, White, Female,40, <=50K
30, Married-civ-spouse, Prof-specialty, White, Female,33, >50K
23, Never-married, ?, White, Female,12, <=50K
48, Married-civ-spouse, Adm-clerical, White, Male,35, >50K
39, Separated, Exec-managerial, White, Male,40, >50K
62, Married-civ-spouse, Sales, White, Male,35, <=50K
22, Never-married, Other-service, White, Male,30, <=50K
46, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
51, Married-civ-spouse, Prof-specialty, White, Male,35, >50K
20, Never-married, Sales, White, Female,32, <=50K
40, Married-civ-spouse, Sales, White, Male,50, >50K
31, Never-married, Tech-support, White, Male,40, <=50K
30, Never-married, Craft-repair, White, Male,40, <=50K
52, Married-civ-spouse, Adm-clerical, White, Female,38, <=50K
20, Never-married, Prof-specialty, White, Female,40, <=50K
37, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
65, Widowed, Other-service, White, Female,40, <=50K
40, Never-married, Prof-specialty, White, Male,40, <=50K
60, Married-civ-spouse, Protective-serv, White, Male,48, >50K
27, Never-married, Craft-repair, White, Male,35, <=50K
62, Married-civ-spouse, Sales, White, Male,60, >50K
53, Divorced, Sales, White, Female,35, <=50K
38, Married-civ-spouse, Sales, White, Male,50, >50K
